en-unannotated-00001	Unsure.
en-unannotated-11178	OMG.
en-unannotated-11179	We were immediately surrounded by staff giving us more drinks and one of the wait staff' mother's homemade liquor to sample.
en-unannotated-11180	The potatoes have bacon and chives and they were perfect.
en-unannotated-11181	BUT.....
en-unannotated-11182	Breakfast with good variety from japanese to western with freshly squeeze juices and serve a good cup of coffee.
en-unannotated-11183	A little noisy through the night, but to be expected with the hotel being so central.
en-unannotated-11184	It runs and jumps over enemies for you and all you do is tap the screen to jump (even though it already jumps for you). Its too easy and easy mode isnt even turned on.
en-unannotated-11185	However, the meal was spectacular.
en-unannotated-11186	From doorman to bellman to front desk to maids and restaurant staff the quality was first rate in terms of helpfulness.
en-unannotated-11187	A gluten free bakery in the centre of madrid.
en-unannotated-11188	Outstanding service.
en-unannotated-11189	Great little spot for dinner if you are in the Montmartre area.
en-unannotated-11190	Keeps crashing 4 ads in
en-unannotated-11191	The presentation was nice but that's about it.
en-unannotated-11192	You get tomatoes and homemade meatballs as appetitive, a glass prosecco, limoncello and all lot of sweets for 3€ cupperto.
en-unannotated-11193	Everything was Great
en-unannotated-11194	Have to say that we found none of the courses had the 'wow' factor and some of them were just odd and not in a good way.
en-unannotated-11195	Excellent service and, omg, I'm looking forward to coming back for that tuna tartare!
en-unannotated-11196	But you can't see if stuff you want to buy is sold, waiting payment etc...
en-unannotated-11197	Although I'm sure everything here taste amazing, because I am a creature of habit, I always tend to order the same thing: the egg concotte foie gras to start, followed by the duck breast, and a delicious creme brûlée to end the night.
en-unannotated-11198	The k-nee comes on its own serving platter, with its own serving utensils instead of a regular fork and k-nife.
en-unannotated-11199	Just know that the bar area can get kind of smoky with all of the smokers in the event you decide to wait for a table there.
en-unannotated-11200	The chef makes all your food within 10 feet of you, in view.
en-unannotated-11201	We started with onion soup and onion rings with garlic sauce.
en-unannotated-11202	Service is great!
en-unannotated-11203	I want to first note that the first half of the restaurant is the smoking section, while the back half is non-smoking.
en-unannotated-11204	Use their service!!
en-unannotated-11205	We went back the next night with another friend.
en-unannotated-11206	This is consistently a great place, with a very helpful staff.
en-unannotated-11207	Stayed at the hotel with a colleague for 6 nights and though the location was perfect for us.
en-unannotated-11208	Can not wait to go back there
en-unannotated-11209	The room we had was astrocious!
en-unannotated-11210	As we had early tours we bought some apples for breakfast but when we returned back after the first day, one apple had mysteriously disappeared.
en-unannotated-11211	I think I´ve never had better pizza than this one.
en-unannotated-11212	Enjoy!
en-unannotated-11213	The table shared deserts and they were delicious.
en-unannotated-11214	Good hotel, close to main points.
en-unannotated-11215	Nice rooms, we had a view of the small plaza.
en-unannotated-11216	Great Brain Exercise This is now my favorite puzzle game!
en-unannotated-11217	You can also make reservations if you know what time you are going to be at Den Noc which is recommended.
en-unannotated-11218	We enjoyed the unusual environment..
en-unannotated-11219	If you want to be surrounded by french speakers, choose lunch!
en-unannotated-11220	There's an awesome tapas restaurant next door (forgot the name) but it's wonderful to check out.
en-unannotated-11221	The pork schnitzel was also good and more to our liking compared with the schnitzels we had until then through our trip of Europe.
en-unannotated-11222	Perfectly cooked as well.
en-unannotated-11223	I was immediately greeted with a warm welcome and escorted to my table.
en-unannotated-11224	I love this place!
en-unannotated-11225	The empanadas are fabulous and they also have amazing breakfast and lunch options.
en-unannotated-11226	The location is great too as you're walking distance from loads of attractions and shops.
en-unannotated-11227	So annoying!!!
en-unannotated-11228	Very packed on a Sunday afternoon, but we still found a table for 2. Service was prompt when flagged down.
en-unannotated-11229	Got the Pilsner urquell creme (0.5l). Beer here is so cheap!
en-unannotated-11230	Bed was rather firm but after a long flight from Australia was surprisingly good for our backs!
en-unannotated-11231	In room to make your coffe.
en-unannotated-11232	This is a fun and awesome game.
en-unannotated-11233	Great dining experience, would love...
en-unannotated-11234	Room tired and most things broken.
en-unannotated-11235	😞
en-unannotated-11236	And the staff was lovely, spoke English, knew exactly...
en-unannotated-11237	and the place is cozy and modern
en-unannotated-11238	What can I say the reviews are true.
en-unannotated-11239	Order the menu and get surprised.
en-unannotated-11240	DO NOT MISS this great find in Prague!!..
en-unannotated-11241	There's probably more but we wanted the same thing so you'll just have to try and see for yourself.
en-unannotated-11242	El servicio es excelente y la comida deliciosa en especial las entradas.
en-unannotated-11243	We stayed in this hotel for two nights in mid May.
en-unannotated-11244	The apartment was a fantastic size for our family of 4. Would definitely recommend!
en-unannotated-11245	2 bedrooms, 2 bathrooms, a living room and a full kitchen.....
en-unannotated-11246	Fun restaurant, great food and great place to just hang and drink beers.
en-unannotated-11247	like how is it even possible?
en-unannotated-11248	Leans towards wine.
en-unannotated-11249	I really liked the classic beef pho bowl with bean sprouts and slices of beef.
en-unannotated-11250	to the food!
en-unannotated-11251	The chicken soup and the pork belly were the hits.
en-unannotated-11252	I would definitely recommend giving The Boxty House a try if you're not looking to eat at The Temple Bar.
en-unannotated-11253	There was no pushiness about it.
en-unannotated-11254	Simple menu of toast, eggs and others is the perfect breakfast accompaniment.
en-unannotated-11255	Tucked away in a laneway off a carpark (I said it was hipster!), is this little coffee shop gem.
en-unannotated-11256	While soundcloud is a decent service, the app is terribly made.
en-unannotated-11257	The hotel is just perfect for the price but it is out of major Bogota must do things.
en-unannotated-11258	My burger was a double pattie with double cheese (tasty & cheddar) gherkins, Spanish onion & aioli.
en-unannotated-11259	We were visiting some family in Milano and asked for a place to have a good milanesa (I know, I was going for silly). But they recommended this place which also coincided with our other friend's recommendation.
en-unannotated-11260	The food was absolutly top!
en-unannotated-11261	Service, Room, security, restaurants in the same place so you don't have to go out after a long day of work to look for something else.
en-unannotated-11262	Pancakes were good though I wasn't crazy about the flavor I got, which was mascarpone and lime.
en-unannotated-11263	From the outside this place looks just like meh.
en-unannotated-11264	Make sure to spread the butter on top of the bread and enjoy with the meats.
en-unannotated-11265	Love Verve!
en-unannotated-11266	In the restaurant they presented the bill to be signed ( as everywhere..) but after one hour or less the waiter was punching my door requesting the payment ( this happened three times..
en-unannotated-11267	A friend suggested I visit this restaurant to get an experience of the true Mexican food.
en-unannotated-11268	Stayed here for three nights for business.
en-unannotated-11269	Thousands of people have this problem, so no, stop trying to diagnose.
en-unannotated-11270	Very good hotel and great value for money.
en-unannotated-11271	She was able to talk with us in french and explained us the most importants things to see in Madrid.
en-unannotated-11272	Heston Blumenthal style, which was in a word "cool" (get it? liquid nitrogen? cool?)
en-unannotated-11273	It was soo good on first bite but it gets really creamy and oily as you eat it.
en-unannotated-11274	Cheap!!!
en-unannotated-11275	The place is lovely and not all so fancy to be off putting or anything.
en-unannotated-11276	I wouldn't have been so angry if a staff member had approach us at all during this time but it was clear that no one was monitoring the tables.
en-unannotated-11277	The best Coffee in Brisbane!
en-unannotated-11278	It is a great place to stay, very well located, it is very close to the Andino Mall.
en-unannotated-11279	Finally a good Fried chicken spot in Paris !
en-unannotated-11280	Hahaha
en-unannotated-11281	I will be back, hopefully it wont take me so long to get there again.
en-unannotated-11282	Walking distance to great restaurants and nightlife and metro stop.
en-unannotated-11283	Staff advised us that the air con is not available until June, and to open the doors!
en-unannotated-11284	We walked around and came back, now the line doubled and the bar was jammed packed.
en-unannotated-11285	I would skip the bread if you prefer warm bread with a soft bread center like I do.
en-unannotated-11286	I dare you not to like it!!!
en-unannotated-11287	It turned out to be a very good choice.
en-unannotated-11288	Den Noc is such a cute little spot!
en-unannotated-11289	App continually logs itself out.
en-unannotated-11290	No more place for the dessert 😩😩😩 looks so nice.
en-unannotated-11291	Meat was as I was expected, but cheesecake was the hero of the evening.
en-unannotated-11292	Walked in at 6:00 and were told that we could stay and eat at a table or the bar but they were fully booked starting at 7:00 and if we weren't done by then we would have to leave.
en-unannotated-11293	Somewhat good album archive.
en-unannotated-11294	This place could be as an example of perfect work in every "customer approach" material and in every "how to run succesfull butchery" book.
en-unannotated-11295	The staff was very friendly and helpful and the inside had awesome decor.
en-unannotated-11296	I had a taste of the pork belly burger (which comes on brioche with lettuce, tomato, gherkin, red onion, aioli) which used pork belly marinated in miso bean paste and was shredded then lightly fried to tender perfection and was insanely delicious.
en-unannotated-11297	I'm a fan of Melbourne's laneways, so I couldn't resist the call of the Survey Co - particularly on a cold and windy night!
en-unannotated-11298	We purchased about eight of the little mini pastries, mostly sampling several of their chocolate cakes.
en-unannotated-11299	This isn't necessarily bad (I suspect many were ex-pats rather than tourists), but maybe something to note if you're looking for a czech experience.
en-unannotated-11300	Also, the second bug is that it is laggy as hell.
en-unannotated-11301	We ordered all the ceviche in the menu and it was the most delicious and fresh ceviche we've ever had.
en-unannotated-11302	This place seems to be always packed, reservations are recommended!
en-unannotated-11303	It's a unique experience and definitely worth it!
en-unannotated-11304	We live in LA and this crushed Beverly Hills cuisine.
en-unannotated-11305	On first visit I was hooked though - despite the size and having to wait for seating, Miel delivers on all fronts.
en-unannotated-11306	Both came out on slate platters - slightly more practical than the wooden boards which every other hip place about town - with a generous side serve of chips and aioli.
en-unannotated-11307	The atmosphere is incredible, opulent and charming.
en-unannotated-11308	The location is perfect, very close to Spanish Steps.
en-unannotated-11309	This was an amazing way to end a long day of flights, trains, metro stops, ferries, and visiting beautiful cathedrals and churches.
en-unannotated-11310	The sauce vierge was overloaded with vinegar and lemon, easily overpowering the rest of the dish.
en-unannotated-11311	a nice location by Tuttle crossing
en-unannotated-11312	Bottom line if you come to Brussels and want an authentic experience with great food and beer you can't go wrong here.
en-unannotated-11313	Though it is good as per plot, but it could be better.
en-unannotated-11314	You really think I want a bunch on weirdos on a "dating" app to be able to creep on me?
en-unannotated-11315	This is a typical Embassy Suites.
en-unannotated-11316	The service is fast and the dishes delicious.
en-unannotated-11317	I have a good internet connection, but it doesn't work at all.
en-unannotated-11318	I highly recommend you to book a table at Con Garcia.
en-unannotated-11319	Personally I had the orange blossom and hazelnut and it was just...
en-unannotated-11320	This restaurant surpassed anything I've had in DC and probably NY since the ingredients were so fresh.
en-unannotated-11321	The hotel is a very ols and antique design, but felt like they do not maintain it well, the bed was full of hairs and very uncomfortable to sleep in, walls falling appart, smell of dust and oldnes everywere, we complaind and they upgraded us to a joniur suit with a big balcony, which was nice at the end.
en-unannotated-11322	Outstanding wine pairing again.
en-unannotated-11323	The hotel location is right off highway and in close proximity to many restaurants/gas and shopping.
en-unannotated-11324	One of the best mexican food restaurants in town, for ages, which has managed to stay away from current fashion of Rock star chefs ramping up in mexico city.
en-unannotated-11325	I came across this place one early morning and decided to enter, since I was not pleased with what my hotel could offer for breakfast.
en-unannotated-11326	Close to Kroger or restaurants.
en-unannotated-11327	I wouldn't recommend the creme brûlée.
en-unannotated-11328	All and all, it seemed like a once in a million chance because the place is very well maintained.
en-unannotated-11329	Excellent bottle of wine for little money.
en-unannotated-11330	We did the traditional tasting menu with wine pairing.
en-unannotated-11331	We ordered the special with tea and croissant.
en-unannotated-11332	There's a menu for items to enjoy with the beer, so we ordered grilled cheese with pesto and roasted peppers (actual grilled pieces of cheese) and a cheese assortment with homemade fig jam.
en-unannotated-11333	Ask for a room higher up to avoid music from the surrounding bars which may disturb some people.
en-unannotated-11334	If you are looking for a nice, slow, relaxing lunch this is a good place to stop.
en-unannotated-11335	The experience is also important.
en-unannotated-11336	Pivovar U Tří růží is close to the Karlova action but nestled away on a quiet side street.
en-unannotated-11337	One of the best restaurants i have ever been.
en-unannotated-11338	Read a review that suggested you sit in the kitchen, so we requested that.
en-unannotated-11339	Love the game to death , is a great way to pass the time with friends .
en-unannotated-11340	This place is huge with 3 dining areas: a bar in the front, a large smoking room, then a non-smoking room.
en-unannotated-11341	This is the oldest pub in Ireland and it's full of character.
en-unannotated-11342	A five course dinner plus a wine cocktail and a red wine with the dinner.
en-unannotated-11343	Last time my table was at 8:00pm but I got a group of 15people dined with me...
en-unannotated-11344	The pool & spa are relaxing.
en-unannotated-11345	Everything is geared to bump up pricing.
en-unannotated-11346	Don't waste you time ordering any other dessert.
en-unannotated-11347	And yes, I get it, its awesome.
en-unannotated-11348	Went for dinner, the garden is just amazing, the restaurant is English style, very formal and elegant!
en-unannotated-11349	However, I think this gastropub is slightly overrated.
en-unannotated-11350	My partner and I stayed at this fab hotel in Zona Rosa.
en-unannotated-11351	Great spot for a casual brunch date.
en-unannotated-11352	The pancakes were all amazing.
en-unannotated-11353	The waiter did mess our order up slightly but the service was great so can't complain.
en-unannotated-11354	It's a tiny velue that gets very busy but the line goes quickly.
en-unannotated-11355	On our table we sampled the 3 different tasting menus....
en-unannotated-11356	Our picky 7 y.o. son got the foie ravioli and he loved it.
en-unannotated-11357	It's cozy and laid back, yet has a vibe that makes you feel like your apart of the heart of Dublin.
en-unannotated-11358	luckily we were able to get a seat within 15 mins.
en-unannotated-11359	Our server, Jules, was charming, helpful, and delightful.
en-unannotated-11360	everyone who comes to the restaurant is clearly a tourist....
en-unannotated-11361	To die for chocolates!
en-unannotated-11362	The lobby and the stairs
en-unannotated-11363	We had boar burgers, goulash in a bread bowl, and a delicious chicken special with mashed parsnips.
en-unannotated-11364	Service was fast and professional.
en-unannotated-11365	The star was the pork knee which had such a crispy skin it reminded me of good lechon back in America.
en-unannotated-11366	If you are looking for a real intimate authentic Catalan adventure Evohe is the place to go.
en-unannotated-11367	What a wonderful experience!
en-unannotated-11368	Fair amount of seating outside and inside.
en-unannotated-11369	Good hotel, really good location, friendly helpful staff.
en-unannotated-11370	Just wonderful.
en-unannotated-11371	Restaurant has a set menu of two choices for each course.
en-unannotated-11372	It was cool to drink in the historic venue, but we won't return.
en-unannotated-11373	But totally worth it if you a fan of coffee and special places.
en-unannotated-11374	The food was good but the onion rings were perfection!
en-unannotated-11375	Main: King Fish cooked 2 ways.
en-unannotated-11376	Just like other capital cities, Brisbane too has a thriving but subtle laneway culture.
en-unannotated-11377	There was too much noise from the music of the street every morning.
en-unannotated-11378	After dessert, we were given small glasses of Chartreuse verte, a sweet herbal liquor - perfect!
en-unannotated-11379	Overall each of the dishes we ordered very much lacked in flavor.
en-unannotated-11380	Tuna Tartare with green tomato and a Jerusalem artichokes Im not a person to eat cold fish, but I gave this a go and I was very satisfied with the choice - Its a must do item on the menu.
en-unannotated-11381	Not sure why everyone's complaining of ads when you watch these programmes on the TV you have to see ads lol.
en-unannotated-11382	The waiters are incredibly and give a very good service.
en-unannotated-11383	Waitstaff were friendly and attentive.
en-unannotated-11384	Gonna use Uber from now on.
en-unannotated-11385	We also had the opportunity to try the risolatte dessert with cake and that was also very good.
en-unannotated-11386	Service was prompt and friendly and it was clear that the...
en-unannotated-11387	Service excellent.
en-unannotated-11388	Location was great!
en-unannotated-11389	But cup of coffee improved it, so everything was just perfect.
en-unannotated-11390	I then had a sublime pasta with tuna and lemon.
en-unannotated-11391	You really can't go wrong!
en-unannotated-11392	Our room was large and recently remodeled -It still smelled new
en-unannotated-11393	We were on the ground floor which is the pharmacy hall.
en-unannotated-11394	The hostess at door is so beautiful and friendly.
en-unannotated-11395	I thought I had good shrimp tacos before, but these just blew me away (they are also quite spicy!).
en-unannotated-11396	None of us have ever had a multi course dinner served by the chef.
en-unannotated-11397	The sides were just as tasty and complimented well, although, as previously mentioned, they were a little too much for one person.
en-unannotated-11398	It's a global appreciation if you can serve it right, but still- nobody is fu**ing with em!
en-unannotated-11399	I am not surprised by the raving reviews by my fellow Yelpers.
en-unannotated-11400	Samsung J6 running And 5.1.1
en-unannotated-11401	Overall a great experience, I would come back.
en-unannotated-11402	This place is also byow so I'll definitely be returning with more friends for dinner.
en-unannotated-11403	I had the filet of duck and it was excellent.
en-unannotated-11404	I also liked soaking the bread and potato dumplings in it.
en-unannotated-11405	The hotel is close to everything- beach, old town and shopping area.
en-unannotated-11406	Shouldn't have to get skips for your own playlist.
en-unannotated-11407	P Mac's is a nice place.
en-unannotated-11408	Service: We arrived about 30 minutes after Brew opened up for business.
en-unannotated-11409	Overall Very Good experience!
en-unannotated-11410	Although this is a very safe option for those looking to try Prague food.
en-unannotated-11411	I'm no stranger to eating gizzards, which I don't care much for since I find their texture too chewy.
en-unannotated-11412	I just want to extend my gratitude to Las Alcobas for the impeccable stay both my partner & I had.
en-unannotated-11413	And their are like 9M levels.
en-unannotated-11414	Super fail.
en-unannotated-11415	I drank the menu and nothing stood out as excellent.
en-unannotated-11416	Great selection of authentic Russian dishes!
en-unannotated-11417	The Mozzarella was on the hard side and the tomatoes were tasteless.
en-unannotated-11418	They opened the kitchen for us to get food after another place didnt provide what weird ordered!
en-unannotated-11419	if I felt rewarded, that is.
en-unannotated-11420	Excellent location.
en-unannotated-11421	The dessert was delightful.
en-unannotated-11422	the setting is amazing, food not as good as cafe pushkin.
en-unannotated-11423	Polite and helpful staff
en-unannotated-11424	Def my fav meal in Prague so far!
en-unannotated-11425	I don't think my choices were as good.
en-unannotated-11426	Friendly, helpful staff.
en-unannotated-11427	The escargot were amazing as was my husbands duck.
en-unannotated-11428	The paintwork all needed to be refreshed (at the very least - stripped and start again would be better). So that all made it bad value for money, despite the location.
en-unannotated-11429	My mate ordered the pork belly - he loved the food!
en-unannotated-11430	Sweet and savory, a perfect starter to the duck on duck on duck meal we're about to get down with!
en-unannotated-11431	Mincova is to Czech cuisine as gastropubs are to American.
en-unannotated-11432	The mezcal was unique and delicious, the food was flavorful and fantastic.
en-unannotated-11433	Well located, all the attractions just a short walk away.
en-unannotated-11434	This place is great!!
en-unannotated-11435	It had the usual ensemble of butter, garlic and parsley; but it also had a little bit of heavy cream and Chanterelle mushrooms which gave it some body and texture.
en-unannotated-11436	I also wanted to split a sweet pancake and the server recommended the cinnamon, brown sugar, butter and banana pancakes so we went with that.
en-unannotated-11437	Loly's highly experienced technique allows one to taste the very best vegan food...
en-unannotated-11438	Vrry misleading picture of roof terace on website.
en-unannotated-11439	The 'all day' buffet was much appreciated.
en-unannotated-11440	Great music great dècore.
en-unannotated-11441	There were several requirements that an hotel must met i order to be considerer like a valualbe alternative for stying there:
en-unannotated-11442	Will definitely return.
en-unannotated-11443	We got there for late lunch and it was still very crowded.
en-unannotated-11444	Its a fun game but sometimes the controls can be really tricky if you don't hit them just right.
en-unannotated-11445	I could not ask for more from restaurant.
en-unannotated-11446	Hotel staff was extremely pleasant and helpful.
en-unannotated-11447	on a rainy weekday morning and decided we need to eat, one quick Yelp search later and wow.
en-unannotated-11448	Room 565 a disaster no real air con broken telephone changed into room 562 just about the size of the bed!!!
en-unannotated-11449	This is an absolutely lovely small café with delicious homemade pastries, pizzas and Italian desserts.
en-unannotated-11450	Assiette de foie gras de canard Maison | Seared duck foie gras with chutney, toast, and house salad
en-unannotated-11451	What an experience!
en-unannotated-11452	No real complaints.
en-unannotated-11453	Nothing was explained on hotel infrastructure, breakfast time, gym etc.
en-unannotated-11454	Especially that time bar that will never end and just make us loosing time.
en-unannotated-11455	Clean, comfortable, and generally a good place with an excellent location but not the best value for your money.
en-unannotated-11456	Yay!
en-unannotated-11457	The other reviews aren't a hoax, it is a delightful place to spend one dinner in Paris.
en-unannotated-11458	If you are not in the neighborhood, it's definitely not worth a trip coming over.
en-unannotated-11459	This is one of the best restaurants in the area.
en-unannotated-11460	Electrical issues early am.
en-unannotated-11461	Delightful Bellinis, gorgeous surrounding, why absolutely wouldn't you?
en-unannotated-11462	Asked the server and she invited me to try it - it lights up something in the server area, no sound.
en-unannotated-11463	The building is old and very stylish, nevertheless the hotel rooms are modern and offer any comfort you may wish.
en-unannotated-11464	And when the guest comes he will win alwayas
en-unannotated-11465	It went down real nicely with our beers.
en-unannotated-11466	A day to remember
en-unannotated-11467	THE Survey Co.
en-unannotated-11468	Service was excellent as well.
en-unannotated-11469	You get to play four levels out of 30 then you must pay $10 to keep playing.
en-unannotated-11470	I DREAM of this dish, day in day out.
en-unannotated-11471	I couldn't finish them both, so I guess the right portion is 1.5 servings of pancakes?
en-unannotated-11472	Cute chef in the kitchen too ladies!
en-unannotated-11473	The location was excellent and the staff were incredibly friendly and accommodating.
en-unannotated-11474	Sure,...
en-unannotated-11475	Food looked ok but the male waiter was horrible so we went elsewhere
en-unannotated-11476	Have tried removing from apps list (In store) and muting (gplay) to no effect.
en-unannotated-11477	We had the tasting menu and were blown away with every course.
en-unannotated-11478	Graphics are pretty much the same as New Super Mario Bros.
en-unannotated-11479	A brilliant way to celebrate the Catalan hospitality.
en-unannotated-11480	This was one of my favorite meals.
en-unannotated-11481	It had lamb meat and potatoes and carrots served with 2 scoops of mashed potatoes.
en-unannotated-11482	It is a classical visit for a great Mexican traditional lunch.
en-unannotated-11483	The standard rooms were very small and shabby and poorly equipped.
en-unannotated-11484	The staff also deserve a shout out - they are always friendly and welcoming and top off a fabulous experience.
en-unannotated-11485	Their cocktails are a bit pricier than other bars, however they are well made and worth the money.
en-unannotated-11486	I was excited to try this place after the review.
en-unannotated-11487	Had a great time.
en-unannotated-11488	The salad on the side was also simple but really good.
en-unannotated-11489	The El Dorado theme of the hotel is a nice touch.
en-unannotated-11490	Lavender hot chocolate & chai hot chocolate are both winners in Sara's books.
en-unannotated-11491	Great atmosphere, good beer selection and the brew burger was fantastic.
en-unannotated-11492	The hotel is located in an excellent part of Bogota, close to some really nice restaurants.
en-unannotated-11493	The beers here seemed to be on the more expensive side.
en-unannotated-11494	go for the ambiance of the old monastery...
en-unannotated-11495	Being right across the street from the Bosque de Chapultapec was a real bonus.
en-unannotated-11496	Nice and fresh.
en-unannotated-11497	The restaurant is small, but that's what makes it charming.
en-unannotated-11498	What an experience and what an evening.
en-unannotated-11499	I struggled for about 30 minutes to find this place yesterday but it was sooooo worth it.
en-unannotated-11500	Easy walking distance to Bellas Artes, Palacio Nacional, and other highlights.
en-unannotated-11501	For our mains I got the duck breast with balsamic sauce and [NAME] ordered the duck Shepherds Pie.
en-unannotated-11502	The Mixed Sausage was three sausages accompanied by whipped horseradish sauce.
en-unannotated-11503	tv is old.
en-unannotated-11504	Our concierge recommended this restaurant.
en-unannotated-11505	m on weekends so you don't miss out.
en-unannotated-11506	Just terrible.
en-unannotated-11507	Stayed here on 26th and 27th September and could not fault the place.
en-unannotated-11508	Hate to give it 2 stars because it is a cool place and has a good beer selection.
en-unannotated-11509	Long story short, if you're going to head over to Ireland's oldest pub, stick to drinks.
en-unannotated-11510	The wait staff there are amazing and friendly and saw through our ruse to try and be sophisticated straight away.
en-unannotated-11511	A little bit crowded,: it's Arbat.
en-unannotated-11512	For $10.50 - $14 you get a top notch burger including a generous side serve of crispy herbed chips and a side of aioli.
en-unannotated-11513	We chose this hotel because it was close to the airport.
en-unannotated-11514	Make sure if you do order this, get it with the hazelnut ice...
en-unannotated-11515	We had excellent service and tasty food.
en-unannotated-11516	Otherwise sleeping arrangements very good.
en-unannotated-11517	I LOVED that upon check in they give you a smartphone that has wifi all over the city!
en-unannotated-11518	What a super cute place this was and it ended up being one of my favorites during our week+ visit.
en-unannotated-11519	The Corsican specialties were beautifully cooked and the service was professional but not at all stuffy.
en-unannotated-11520	The service is excellent and the staff are very friendly.
en-unannotated-11521	the faciitys were fantastic although the gym was a little small but it still had very modern equipment and the restaurant and buffet breakfast was fantastic.
en-unannotated-11522	Amazing place to stay.
en-unannotated-11523	We had the chefs menu, oysters, pan seared Turbo, and Lobster ravioli.
en-unannotated-11524	Loved it all
en-unannotated-11525	The waitress was nice and said if we could wait a little bit longer.
en-unannotated-11526	The servers are efficient and responsive.
en-unannotated-11527	The beauty and character of Hotel Orfila is only surpassed by the service of the staff.
en-unannotated-11528	The St Regis Mexico City is located in a great location, close to all attractions.
en-unannotated-11529	The staff is friendly, (love [NAME] the bartender!)
en-unannotated-11530	[name] comes out and explains to you every concept of the food,...
en-unannotated-11531	The safe was literally on the closet floor and difficult to reach and program.
en-unannotated-11532	I ordered the Dublin Coddle (sausage, bacon, and potato stew) and thought it was comforting and delicious (and reminded me of chicken stew). The bacon was not like American bacon, tit was more like a ham.
en-unannotated-11533	A couple of Canadians looking for a great dinning experience in Madrid.
en-unannotated-11534	The 9-ball game mode should have professional rule which include losing after commiting three consecutive fouls.
en-unannotated-11535	The amount of space inside leaves a little to be desired, but considering the location, quality, and overall feel of the place, this is easily overlooked.
en-unannotated-11536	A treat after a delightful stroll in the Tuileries Gardens.
en-unannotated-11537	5. Overall good pricing for the meal amd drinks you get.
en-unannotated-11538	I ended up at Peklo with my husband after we were not permitted entry into the monastery because they were closed for a private function.
en-unannotated-11539	I liked the place, even though my order was not that good.
en-unannotated-11540	The app is virtually unusable right now and will not let me swipe.
en-unannotated-11541	The game is FUN, the music is GOOD, the gameplay is SIMPLE YET SATISFYING, but there's not enough substance for a game that costs $10. With only 24 levels, the game is very short.
en-unannotated-11542	We were on our way from the Jewish quarter to the Dancing House when we got hungry and stopped here on a Yelp whim.
en-unannotated-11543	The breakfast is adequate.
en-unannotated-11544	I love the location and the rooms / lounge have been improved
en-unannotated-11545	When you go to San Sebastian for the weekend you don't need a lot.
en-unannotated-11546	This was bad.
en-unannotated-11547	Really pleasant and friendly ..
en-unannotated-11548	Spam
en-unannotated-11549	Chose to go here since it was one of the higest rated Milan resraurants on Trip Advisor.
en-unannotated-11550	Andoni and Giovanni were fantastic in assisting with our requests.
en-unannotated-11551	We arrived starving in the evening.
en-unannotated-11552	The two sisters who own and operate this hem of a restaurant are charming and their food is delicious.
en-unannotated-11553	In addition the ambience was lively and it was nice eating at an actual brewery.
en-unannotated-11554	Once they figured out we had a reservation they moved us to our own table but I didn't mind the seating either way.
en-unannotated-11555	The menu itself consists of a range of traditions and modern Japanese dishes.
en-unannotated-11556	Yet every meals were bit over evaluated...
en-unannotated-11557	Despite the fact that the Irish love this staple food to the point of distraction, they really do know how to elevate a spud into culinary art in a million different ways.
en-unannotated-11558	They charge a lot for bread, which isn't good.
en-unannotated-11559	Sometimes the queue is quite long and you wish you...
en-unannotated-11560	Which would be fun as an endurance option.
en-unannotated-11561	A clean well organised basic hotel with attentive staff.
en-unannotated-11562	Overall, the food is good.
en-unannotated-11563	Wished we ordered a dozen I couldn't get enough of these slippery little suckers!
en-unannotated-11564	Beautiful.
en-unannotated-11565	A cute restaurant that has an ample list of entrees but I focused my attention on the specials.
en-unannotated-11566	This is the best place to get foie gras in the world.
en-unannotated-11567	A definite must have!
en-unannotated-11568	The undeniable miss of the night was the duck - it was dry and lacked any distinct flavour, despite how beautiful the presentation was, and the service.
en-unannotated-11569	But overall, good app
en-unannotated-11570	I was close to crying...
en-unannotated-11571	An evening with 3 groups of strangers in a quirky, creative, grungy warehouse setting sitting around a common table in front of Xavi and Nico's kitchen.
en-unannotated-11572	We tried three other ones, and they were just ok,...
en-unannotated-11573	Scallops were tiny and salty with absolutely a confused taste.
en-unannotated-11574	Room changed to a smaller one with no drawers for stacking clothes.
en-unannotated-11575	When looking at other peoples pastas though they all looked really good and the people next to us finished every bit of it, so maybe we just ordered the wrong pasta.
en-unannotated-11576	The goulash was good.
en-unannotated-11577	#delish
en-unannotated-11578	We visited the snack side as we have been doing for years.
en-unannotated-11579	The guy speak English and are really into coffee as they even toast their own....
en-unannotated-11580	For dinner, I went with the mussels as my app, followed by the fish and chips.
en-unannotated-11581	Cannot say enough about it!
en-unannotated-11582	There isn't an English menu but our waiter was happy to answer any questions we had.
en-unannotated-11583	Enjoy!
en-unannotated-11584	By far the BEST hot chocolate I've ever had in my life.
en-unannotated-11585	I checked the storage, the current used is still 6.5gb but I could not play any songs I downloaded.
en-unannotated-11586	Very tasty блинчики с творогом.
en-unannotated-11587	Definitely recommend and glad we stumbled upon this place and got to enjoy it for our last meal in Paris.
en-unannotated-11588	We had what the owner recommended including chicken brochettes, Corsican burgers and lasagne.
en-unannotated-11589	Hotel staff was helpful and attentive and tried to make sure we were taken care of.
en-unannotated-11590	An incredible hidden gem.
en-unannotated-11591	old furniture.
en-unannotated-11592	The cocktail maker extraordinaire knows what he is doing from smoking the honey, to mixing the perfect blend of honey infused cocktails for a taste sensation.
